date,code,open,high,low,close,preclose,volume,amount,turn,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,10_days_beta,20_days_beta,30_days_beta
2022-01-11,sz.000736,7.6500,7.8900,7.3500,7.8800,7.8100,15492242,119347856.3000,2.227700,0.896300,86.722759,1.809393,0.534178,-3648.011659,-0.720114807903848,-0.720114807903848,-0.720114807903848
2022-01-12,sz.000736,7.8800,8.0000,7.5700,7.6800,7.8800,7523581,58330034.2000,1.081900,-2.538100,84.521674,1.763469,0.520620,-3555.422531,-1.4785181960933038,-1.4785181960933038,-1.4785181960933038
2022-01-13,sz.000736,7.6800,7.9900,7.1800,7.5100,7.6800,17077805,128540752.5100,2.455700,-2.213500,82.650751,1.724434,0.509096,-3476.721772,-1.0588640635706938,-1.0588640635706938,-1.0588640635706938
2022-01-14,sz.000736,7.4300,7.4700,7.0000,7.2500,7.5100,8244069,59151308.3800,1.185500,-3.462100,79.789340,1.664733,0.491471,-3356.355905,-1.2763430269201537,-1.2763430269201537,-1.2763430269201537
2022-01-17,sz.000736,7.1900,7.5000,7.1200,7.4400,7.2500,6102250,44949422.7100,0.877500,2.620700,81.880371,1.708361,0.504351,-3444.315577,-0.7762788894508931,-0.7762788894508931,-0.7762788894508931
2022-01-18,sz.000736,7.4000,7.5900,7.0900,7.3400,7.4400,4227317,31006361.3300,0.607900,-1.344100,80.779829,1.685399,0.497572,-3398.021013,-0.8667144153767183,-0.8667144153767183,-0.8667144153767183
2022-01-19,sz.000736,7.3400,7.6500,7.2100,7.2800,7.3400,5208496,38600122.3100,0.749000,-0.817400,80.119503,1.671622,0.493505,-3370.244274,-0.2177756347662421,-0.2177756347662421,-0.2177756347662421
2022-01-20,sz.000736,7.3000,7.8600,7.2900,7.3600,7.2800,6615348,49637508.6200,0.951300,1.098900,80.999937,1.689991,0.498928,-3407.279926,0.009715981410336656,0.009715981410336656,0.009715981410336656
2022-01-21,sz.000736,7.2300,7.4100,7.0500,7.3600,7.3600,4555926,32934312.0400,0.655100,0.000000,80.999937,1.689991,0.498928,-3407.279926,0.2857661874012872,0.2857661874012872,0.2857661874012872
2022-01-24,sz.000736,7.4100,7.6500,7.1500,7.6200,7.3600,5553580,41520752.6400,0.798600,3.532600,83.861348,1.749692,0.516553,-3527.645793,0.434177701492566,0.434177701492566,0.434177701492566
2022-01-25,sz.000736,7.6200,7.6800,7.2900,7.5600,7.6200,5101430,38247044.9200,0.733600,-0.787400,83.201023,1.735915,0.512486,-3499.869054,0.45067483548044934,0.45067483548044934,0.45067483548044934
2022-01-26,sz.000736,7.5000,7.5500,7.2000,7.2300,7.5600,2811273,20564296.5400,0.404200,-4.365100,79.569232,1.660141,0.490115,-3347.096992,0.46366077300860165,0.46366077300860165,0.46366077300860165
2022-01-27,sz.000736,7.1600,7.2600,7.0000,7.0600,7.2300,4655598,33068906.3500,0.669500,-2.351300,77.698309,1.621106,0.478591,-3268.396233,0.4852467561059388,0.4852467561059388,0.4852467561059388
2022-01-28,sz.000736,7.1500,7.4000,7.0200,7.2200,7.0600,2190837,15869891.0400,0.315000,2.266300,79.459178,1.657845,0.489437,-3342.467536,0.6229397284160231,0.6229397284160231,0.6229397284160231
2022-02-07,sz.000736,7.2600,7.3800,6.8800,7.0400,7.2200,6594310,46517302.8700,0.948200,-2.493100,77.478201,1.616513,0.477235,-3259.137320,0.04806126475365428,0.04806126475365428,0.04806126475365428
2022-02-08,sz.000736,7.0000,7.1900,6.9000,7.1900,7.0400,6598702,46757039.6800,0.948900,2.130700,79.129015,1.650956,0.487404,-3328.579166,0.06464438210774007,0.06464438210774007,0.06464438210774007
2022-02-09,sz.000736,7.2100,7.4900,7.1300,7.1500,7.1900,6043908,44002615.0800,0.869100,-0.556300,78.688798,1.641771,0.484692,-3310.061341,-0.020079909156364713,-0.020079909156364713,-0.020079909156364713
2022-02-10,sz.000736,7.1300,7.6000,6.9900,7.3300,7.1500,5417290,39778150.9800,0.779000,2.517500,80.669774,1.683103,0.496894,-3393.391556,-0.08238709698097012,-0.08238709698097012,-0.08238709698097012
2022-02-11,sz.000736,7.2700,7.6300,7.2600,7.5000,7.3300,6372416,47571552.6800,0.916300,2.319200,82.540697,1.722138,0.508418,-3472.092315,-0.20240278803488282,-0.20240278803488282,-0.20240278803488282
2022-02-14,sz.000736,7.2800,7.3900,7.0000,7.1100,7.5000,5076317,36202280.7100,0.729900,-5.200000,78.248581,1.632587,0.481980,-3291.543515,-0.3923495581712824,-0.3923495581712824,-0.3923495581712824
2022-02-15,sz.000736,7.0300,7.2500,6.8900,7.0300,7.1100,3332519,23397950.4900,0.479200,-1.125200,77.368147,1.614217,0.476557,-3254.507864,-0.4872399354802194,-0.4872399354802194,-0.4872399354802194
2022-02-16,sz.000736,7.0400,7.1500,6.9800,7.1000,7.0300,2043903,14491100.2100,0.293900,0.995700,78.138526,1.630290,0.481303,-3286.914059,-0.2241460209847305,-0.2241460209847305,-0.2241460209847305
2022-02-17,sz.000736,7.1000,7.1200,6.9200,7.0000,7.1000,2189510,15342583.9500,0.314800,-1.408500,77.037984,1.607329,0.474524,-3240.619494,-1.0156448658848418,-1.0156448658848418,-1.0156448658848418
2022-02-18,sz.000736,7.0600,7.7000,7.0000,7.6200,7.0000,7096535,52805530.1300,1.020400,8.857100,83.861348,1.749692,0.516553,-3527.645793,-0.7372434959394326,-0.7372434959394326,-0.7372434959394326
2022-02-21,sz.000736,7.5900,7.9700,7.3200,7.6300,7.6200,6129381,46256619.2400,0.881400,0.131200,83.971402,1.751988,0.517231,-3532.275249,-0.47412154450185073,-0.47412154450185073,-0.47412154450185073
2022-02-22,sz.000736,7.5300,7.7700,7.5000,7.6800,7.6300,7840389,60394079.3600,1.127400,0.655300,84.521674,1.763469,0.520620,-3555.422531,-0.2883365057421441,-0.2883365057421441,-0.2883365057421441
2022-02-23,sz.000736,7.8000,7.8400,7.2900,7.3300,7.6800,5041811,37407400.9800,0.725000,-4.557300,80.669774,1.683103,0.496894,-3393.391556,-1.0026181058879067,-1.0026181058879067,-1.0026181058879067
2022-02-24,sz.000736,7.3900,7.3900,7.0200,7.0900,7.3300,4295590,30736504.9700,0.617700,-3.274200,78.028472,1.627994,0.480625,-3282.284602,-0.13745888583744242,-0.13745888583744242,-0.13745888583744242
2022-02-25,sz.000736,7.1500,7.5800,7.0600,7.4800,7.0900,4360914,32043231.7200,0.627100,5.500700,82.320588,1.717545,0.507062,-3462.833403,0.6274199223364169,0.6274199223364169,0.6274199223364169
2022-02-28,sz.000736,7.4600,7.6300,7.1700,7.6300,7.4800,3450182,25417998.0000,0.496100,2.005300,83.971402,1.751988,0.517231,0.000000,0.25568881335541377,0.25568881335541377,0.25568881335541377
2022-03-01,sz.000736,7.5400,7.6500,7.3900,7.5000,7.6300,1874665,14067725.0000,0.269600,-1.703800,82.540697,1.722138,0.508418,-3472.092315,0.5557892940870343,0.5557892940870343,0.5557892940870343
2022-03-02,sz.000736,7.5200,7.8000,7.5000,7.6700,7.5000,5010476,38431773.0000,0.720500,2.266700,84.411619,1.761173,0.519942,-3550.793075,0.36372989442282383,0.36372989442282383,0.36372989442282383
2022-03-03,sz.000736,7.6900,7.8900,7.6000,7.8800,7.6700,4301268,33467255.0000,0.618500,2.737900,86.722759,1.809393,0.534178,-3648.011659,0.2934096712024412,0.2934096712024412,0.2934096712024412
2022-03-04,sz.000736,7.8600,7.8900,7.7200,7.8000,7.8800,4210798,32847723.0000,0.605500,-1.015200,85.842325,1.791023,0.528755,-3610.976008,0.1128359509753366,0.1128359509753366,0.1128359509753366
2022-03-07,sz.000736,7.7800,8.1800,7.7300,8.0800,7.8000,6722063,53945872.0000,0.966600,3.589700,88.923844,1.855316,0.547736,-3740.600788,-0.36114105250832684,-0.36114105250832684,-0.36114105250832684
2022-03-08,sz.000736,8.0200,8.0800,7.6700,8.0500,8.0800,5616622,44356558.0000,0.807600,-0.371300,88.593681,1.848428,0.545702,-3726.712419,-0.24082299784905853,-0.24082299784905853,-0.24082299784905853
2022-03-09,sz.000736,8.1000,8.1000,7.3900,7.6600,8.0500,5389374,40966891.0000,0.775000,-4.844700,84.301565,1.758877,0.519264,-3546.163618,0.5884500683843229,0.5884500683843229,0.5884500683843229
2022-03-10,sz.000736,7.6000,7.9000,7.5000,7.6500,7.6600,3528536,27161324.0000,0.507400,-0.130500,84.191511,1.756581,0.518587,-3541.534162,0.09136066676956679,0.09136066676956679,0.09136066676956679
2022-03-11,sz.000736,7.4800,7.5900,7.3000,7.4700,7.6500,2233654,16612904.0000,0.321200,-2.352900,82.210534,1.715249,0.506385,-3458.203946,-0.5217097368124781,-0.5217097368124781,-0.5217097368124781
2022-03-14,sz.000736,7.4000,7.8300,7.0600,7.1200,7.4700,6290250,46790959.0000,0.904500,-4.685400,78.358635,1.634883,0.482658,-3296.172971,-0.18647092397641707,-0.18647092397641707,-0.18647092397641707
2022-03-15,sz.000736,7.0000,7.1200,6.4100,6.4100,7.1200,4887808,32692889.0000,0.702800,-9.971900,70.544782,1.471854,0.434528,-2967.481566,0.768679299742419,0.768679299742419,0.768679299742419
2022-03-16,sz.000736,6.4500,6.6300,6.3000,6.5400,6.4100,5169735,33496735.0000,0.743400,2.028100,71.975488,1.501704,0.443341,-3027.664499,0.7399336789085125,0.7399336789085125,0.7399336789085125
2022-03-17,sz.000736,6.9800,7.1600,6.7100,6.8400,6.5400,6932957,48006945.0000,0.996900,4.587200,75.277116,1.570590,0.463677,-3166.548192,0.9456898951282968,0.9456898951282968,0.9456898951282968
2022-03-18,sz.000736,6.8300,7.4700,6.7000,7.3700,6.8400,12284484,87784356.0000,1.766400,7.748500,81.109992,1.692287,0.499606,-3411.909382,1.0603517669354727,1.0603517669354727,1.0603517669354727
2022-03-21,sz.000736,7.3200,7.7400,7.0100,7.7000,7.3700,17241366,127889611.8100,2.479200,4.477600,84.741782,1.768061,0.521976,-3564.681444,1.491035881813778,1.491035881813778,1.491035881813778
2022-03-22,sz.000736,7.4600,8.4700,7.4600,7.8600,7.7000,36388427,292778167.2500,5.232500,2.077900,86.502650,1.804800,0.532822,-3638.752747,1.6325266611392457,1.6325266611392457,1.6325266611392457
2022-03-23,sz.000736,7.8200,8.6500,7.4000,8.6500,7.8600,37499748,306898712.1800,5.392300,10.050900,95.196937,1.986199,0.586376,-4004.479804,1.6338014602108448,1.6338014602108448,1.6338014602108448
2022-03-24,sz.000736,8.4000,9.5200,8.2500,8.7700,8.6500,45184337,408240562.4600,6.497300,1.387300,96.517588,2.013753,0.594510,-4060.033281,1.8070183162787934,1.8070183162787934,1.8070183162787934
2022-03-25,sz.000736,8.6000,9.6500,8.1800,9.6500,8.7700,34275563,314873873.2800,4.928700,10.034200,106.202363,2.215817,0.654165,-4467.425446,1.520447845929514,1.520447845929514,1.520447845929514
2022-03-28,sz.000736,10.0000,10.6200,9.7000,10.6200,9.6500,39191781,408412613.4400,5.635600,10.051800,116.877627,2.438547,0.719920,-4916.482719,1.08000359895436,1.08000359895436,1.08000359895436
2022-03-29,sz.000736,10.6200,11.6800,9.5600,11.6800,10.6200,73903740,822066915.2000,10.627000,9.981200,128.543379,2.681943,0.791777,-5407.205099,-1.0137463240734603,-1.0137463240734603,-1.0137463240734603
2022-03-30,sz.000736,12.8500,12.8500,12.3000,12.8500,11.6800,39038915,498733810.2800,5.613600,10.017100,141.419727,2.950596,0.871090,-5948.851501,0.09005615933641892,0.09005615933641892,0.09005615933641892
2022-03-31,sz.000736,14.1400,14.1400,13.2000,14.1400,12.8500,38224976,536892203.0200,5.496600,10.038900,155.616727,3.246804,0.958538,-6546.051379,0.30717541327179704,0.30717541327179704,0.30717541327179704
2022-04-01,sz.000736,15.0000,15.5500,14.9100,15.5500,14.1400,90028510,1395712215.9000,12.945700,9.971700,171.134378,3.570566,1.054120,-7198.804734,0.43126667997988155,0.43126667997988155,0.43126667997988155
2022-04-06,sz.000736,17.1100,17.1100,17.1100,17.1100,15.5500,3196751,54696409.6100,0.459700,10.032200,188.302843,3.928770,1.159871,-7920.999936,0.5129005449928837,0.5129005449928837,0.5129005449928837
2022-04-07,sz.000736,17.1100,18.8200,16.6800,17.5000,17.1100,127080487,2249252959.5400,18.273600,2.279400,192.594960,4.018321,1.186309,-8101.548736,0.8505796289543142,0.8505796289543142,0.8505796289543142
2022-04-08,sz.000736,17.9700,19.2500,17.3900,19.2500,17.5000,106613498,1963766144.7000,15.330500,10.000000,211.854455,4.420154,1.304940,-8911.703610,0.8154016242774013,0.8154016242774013,0.8154016242774013
2022-04-11,sz.000736,17.3300,21.1800,17.3300,21.1800,19.2500,100487593,1858221974.1600,14.449600,10.026000,233.094928,4.863317,1.435773,-9805.188699,0.293270841959092,0.293270841959092,0.293270841959092
2022-04-12,sz.000736,20.4000,22.5600,19.0600,19.0600,21.1800,98000466,2016648087.8000,14.092000,-10.009400,209.763424,4.376526,1.292060,-8823.743938,-1.1861286837947356,-1.1861286837947356,-1.1861286837947356
2022-04-13,sz.000736,17.1500,20.8500,17.1500,20.1800,19.0600,109784202,2045181425.4500,15.786400,5.876200,222.089502,4.633699,1.367984,-9342.243057,-1.0226040520403799,-1.0226040520403799,-1.0226040520403799
2022-04-14,sz.000736,21.5400,22.2000,20.6000,22.2000,20.1800,77519171,1699764548.6100,11.146900,10.009900,244.320463,5.097528,1.504918,-10277.393254,-0.794735112791956,-0.794735112791956,-0.794735112791956
2022-04-15,sz.000736,23.4700,24.4200,20.8000,24.4200,22.2000,97370103,2244140972.1900,14.001300,10.000000,72.067995,5.211477,1.167786,9.123276,-1.690367074243732,-1.690367074243732,-1.690367074243732
2022-04-18,sz.000736,25.0000,26.8600,21.9800,22.0000,24.4200,129012034,3183045940.4700,18.551300,-9.909900,64.926122,4.695024,1.052059,8.219168,-2.1001355279717626,-2.1001355279717626,-2.1001355279717626
2022-04-19,sz.000736,19.8000,19.9900,19.8000,19.8000,22.0000,40059500,793328428.0000,5.760400,-10.000000,58.433510,4.225522,0.946853,7.397251,-2.5931763595296595,-2.5931763595296595,-2.5931763595296595
2022-04-20,sz.000736,18.2100,18.8800,17.8200,17.8500,19.8000,95859331,1728435285.2200,13.784100,-9.848500,52.678694,3.809372,0.853603,6.668734,-1.6345397438483646,-1.6345397438483646,-1.6345397438483646
2022-04-21,sz.000736,17.8200,18.7600,16.6200,17.4000,17.8500,99126164,1757737202.0100,14.253900,-2.521000,51.350660,3.713338,0.832083,6.500614,-1.1501128161157,-1.1501128161157,-1.1501128161157
2022-04-22,sz.000736,17.2000,19.0000,16.7000,17.4100,17.4000,99715984,1789927841.0400,14.338700,0.057500,51.380172,3.715472,0.832562,6.504350,-1.4163756815429038,-1.4163756815429038,-1.4163756815429038
2022-04-25,sz.000736,16.5700,19.1500,16.3000,19.1500,17.4100,125552287,2353646859.3500,18.053800,9.994300,56.515238,4.086805,0.915770,7.154412,-1.440697574886308,-1.440697574886308,-1.440697574886308
2022-04-26,sz.000736,19.5000,21.0700,18.5000,19.9800,19.1500,132622398,2658502377.0500,19.070500,4.334200,58.964723,4.263936,0.955461,7.464499,-0.9204544547237705,-0.9204544547237705,-0.9204544547237705
2022-04-27,sz.000736,19.5000,21.8700,19.5000,21.0000,19.9800,116866854,2432839698.8300,16.804900,5.105100,61.974934,4.481614,1.004239,7.845569,-0.07406571383861327,-0.07406571383861327,-0.07406571383861327
2022-04-28,sz.000736,21.1100,23.1000,20.7900,23.1000,21.0000,108303747,2396540279.5300,15.573600,10.000000,68.172428,4.929776,1.104662,8.630126,-0.3249713355932028,-0.3249713355932028,-0.3249713355932028
2022-04-29,sz.000736,23.9500,25.4100,23.0100,25.4100,23.1000,98798324,2393647118.5800,14.206700,10.000000,52.636415,5.489529,1.075013,-18.768740,0.2870116777566911,0.2870116777566911,0.2870116777566911
2022-05-05,sz.000736,24.5000,25.2000,22.8700,22.8700,25.4100,108204835,2535313551.5000,15.559300,-9.996100,47.374845,4.940792,0.967554,-16.892604,0.30744120053174373,0.30744120053174373,0.30744120053174373
2022-05-06,sz.000736,20.9100,23.9100,20.5800,23.3500,22.8700,101826030,2214162316.8400,14.642100,2.098800,48.369158,5.044491,0.987861,-17.247150,0.2994457991986172,0.2994457991986172,0.2994457991986172
2022-05-09,sz.000736,22.8800,25.5200,21.1200,24.1800,23.3500,105940441,2527475857.1100,15.233700,3.554600,50.088490,5.223802,1.022975,-17.860217,0.06266285817026955,0.06266285817026955,0.06266285817026955
2022-05-10,sz.000736,23.3500,26.6000,22.8800,26.6000,24.1800,73950751,1915978595.9800,10.633800,10.008300,55.101482,5.746615,1.125358,-19.647716,-0.004717263426013069,-0.004717263426013069,-0.004717263426013069
2022-05-11,sz.000736,29.2000,29.2600,28.3300,29.2600,26.6000,75375632,2199286957.4200,10.838700,10.000000,60.611630,6.321276,1.237893,-21.612488,0.0985150029066868,0.0985150029066868,0.0985150029066868
2022-05-12,sz.000736,30.6900,31.7500,26.3300,26.3300,29.2600,121585958,3515197675.5700,17.483500,-10.013700,54.542181,5.688284,1.113935,-19.448285,1.37438217445509,1.37438217445509,1.37438217445509
2022-05-13,sz.000736,25.8700,26.3300,23.7000,23.7000,26.3300,114735013,2807943001.0000,16.498300,-9.988600,49.094177,5.120104,1.002668,-17.505672,1.8229124249711202,1.8229124249711202,1.8229124249711202
2022-05-16,sz.000736,24.4000,25.2700,22.5600,24.0000,23.7000,94337022,2262492013.9900,13.565200,1.265800,49.715623,5.184915,1.015360,-17.727263,2.2548575041064054,2.2548575041064054,2.2548575041064054
2022-05-17,sz.000736,23.5000,23.5000,21.6000,21.6000,24.0000,69485829,1519388809.0600,9.991700,-10.000000,44.744060,4.666424,0.913824,-15.954537,2.18756492567449,2.18756492567449,2.18756492567449
2022-05-18,sz.000736,20.5100,22.0000,20.4100,20.7500,21.6000,72431413,1525105854.2600,10.415300,-3.935200,42.983299,4.482791,0.877863,-15.326696,0.8984918071775058,0.8984918071775058,0.8984918071775058
2022-05-19,sz.000736,20.6600,21.5300,20.5000,20.7900,20.7500,60930128,1281276900.3900,8.761500,0.192800,43.066158,4.491433,0.879556,-15.356242,0.9575901216700313,0.9575901216700313,0.9575901216700313
2022-05-20,sz.000736,21.0100,21.3500,19.4500,19.5000,20.7900,80295372,1616802018.1900,11.546100,-6.204900,40.393943,4.212744,0.824980,-14.403401,1.6188158455779618,1.6188158455779618,1.6188158455779618
2022-05-23,sz.000736,19.5100,19.7200,19.1000,19.4900,19.5000,44003310,852059747.4200,6.327500,-0.051300,40.373229,4.210583,0.824557,-14.396015,2.4262178793413707,2.4262178793413707,2.4262178793413707
2022-05-24,sz.000736,19.2000,19.3600,18.0000,18.0000,19.4900,52849849,981985897.7200,7.599600,-7.644900,37.286717,3.888687,0.761520,-13.295447,1.170185918667017,1.170185918667017,1.170185918667017
2022-05-25,sz.000736,18.0000,18.5000,17.7600,18.3000,18.0000,33548257,609871585.2700,4.824100,1.666700,37.908162,3.953498,0.774212,-13.517038,0.02453342417536803,0.02453342417536803,0.02453342417536803
2022-05-26,sz.000736,18.3100,19.6500,18.2300,18.8600,18.3000,70645380,1345083701.0000,10.158500,3.060100,39.068193,4.074479,0.797904,-13.930674,0.16005974749517518,0.16005974749517518,0.16005974749517518
2022-05-27,sz.000736,18.6100,20.7500,18.2500,20.7500,18.8600,111814006,2211490516.1000,16.078300,10.021200,42.983299,4.482791,0.877863,-15.326696,0.2684399541056992,0.2684399541056992,0.2684399541056992
2022-05-30,sz.000736,20.5800,21.7700,19.6200,20.4800,20.7500,111101306,2305429802.3400,15.975800,-1.301200,42.423998,4.424461,0.866441,-15.127264,0.3780361079785937,0.3780361079785937,0.3780361079785937
2022-05-31,sz.000736,19.8600,20.0000,18.4300,18.4300,20.4800,63555974,1186951490.4400,9.139000,-10.009800,38.177455,3.981583,0.779712,-13.613061,0.004523219719187401,0.004523219719187401,0.004523219719187401
2022-06-01,sz.000736,17.3400,18.3400,16.9000,17.3400,18.4300,78156059,1371823619.4100,11.238500,-5.914300,35.919537,3.746101,0.733598,-12.807947,-0.04153692442584784,-0.04153692442584784,-0.04153692442584784
2022-06-02,sz.000736,17.4100,17.4800,16.1800,16.4100,17.3400,66502911,1103159551.8000,9.562800,-5.363300,33.993057,3.545186,0.694253,-12.121016,-0.11476513017667936,-0.11476513017667936,-0.11476513017667936
2022-06-06,sz.000736,15.9900,16.6800,15.7000,16.2800,16.4100,48511736,789899334.3600,6.975800,-0.792200,33.723764,3.517101,0.688753,-12.024993,0.33068851485507267,0.33068851485507267,0.33068851485507267
2022-06-07,sz.000736,16.3800,17.9100,16.1800,17.9100,16.2800,71101184,1200837896.7000,10.224000,10.012300,37.100283,3.869243,0.757713,-13.228970,0.10988782631711976,0.10988782631711976,0.10988782631711976
2022-06-08,sz.000736,17.8600,17.8600,16.6000,16.8700,17.9100,70509163,1210593318.0900,10.138900,-5.806800,34.945940,3.644563,0.713714,-12.460789,-4.459804170905778,-4.459804170905778,-4.459804170905778
2022-06-09,sz.000736,17.0600,17.8900,16.8100,17.0300,16.8700,64485452,1124055311.2400,9.272700,0.948400,35.277377,3.679130,0.720483,-12.578970,-2.5540099731060106,-2.5540099731060106,-2.5540099731060106
2022-06-10,sz.000736,16.6000,17.1700,16.3900,16.7000,17.0300,48380331,810753890.5400,6.956900,-1.937800,34.593787,3.607837,0.706521,-12.335220,-2.3737136584172522,-2.3737136584172522,-2.3737136584172522
2022-06-13,sz.000736,16.4500,16.8000,16.0300,16.1200,16.7000,39769289,648261750.5500,5.718600,-3.473100,33.392327,3.482535,0.681984,-11.906812,-1.4772230180981671,-1.4772230180981671,-1.4772230180981671
2022-06-14,sz.000736,16.0000,16.5000,15.4100,16.0700,16.1200,47483351,759479699.8500,6.827900,-0.310200,33.288752,3.471733,0.679868,-11.869880,-1.5657369169989983,-1.5657369169989983,-1.5657369169989983
2022-06-15,sz.000736,15.9600,17.3200,15.7700,16.5000,16.0700,70615674,1180243364.3000,10.154200,2.675800,34.179491,3.564629,0.698060,-12.187493,-0.7021515500313822,-0.7021515500313822,-0.7021515500313822
2022-06-16,sz.000736,16.5100,16.8100,16.0100,16.3800,16.5000,52109387,853660531.6300,7.493100,-0.727300,33.930912,3.538705,0.692983,-12.098857,-0.8311518643942494,-0.8311518643942494,-0.8311518643942494
2022-06-17,sz.000736,16.2000,16.3000,15.5100,15.7500,16.3800,44068177,696213764.0000,6.336800,-3.846200,32.625877,3.402601,0.666330,-11.633516,-0.9849096443699338,-0.9849096443699338,-0.9849096443699338
2022-06-20,sz.000736,15.8900,16.4800,15.8300,16.2600,15.7500,40617342,656921499.1600,5.840600,3.238100,33.682334,3.512780,0.687907,-12.010221,-0.9483386496356331,-0.9483386496356331,-0.9483386496356331
2022-06-21,sz.000736,16.2400,17.8900,16.1100,17.0600,16.2600,84252654,1440928038.4800,12.115100,4.920000,35.339522,3.685611,0.721752,-12.601129,-0.9075556921753982,-0.9075556921753982,-0.9075556921753982
2022-06-22,sz.000736,16.6800,17.5000,16.0000,16.6600,17.0600,61819281,1025677749.4000,8.889300,-2.344700,34.510928,3.599195,0.704829,-12.305675,-0.20941860851126776,-0.20941860851126776,-0.20941860851126776
2022-06-23,sz.000736,16.5100,16.5900,15.8800,16.4600,16.6600,43318331,705482093.5300,6.229000,-1.200500,34.096631,3.555988,0.696368,-12.157948,-0.17216126936600787,-0.17216126936600787,-0.17216126936600787
2022-06-24,sz.000736,16.3500,16.4900,16.0000,16.1200,16.4600,33643875,544581207.1700,4.837800,-2.065600,33.392327,3.482535,0.681984,-11.906812,-0.1125524141439625,-0.1125524141439625,-0.1125524141439625
2022-06-27,sz.000736,16.1000,16.3800,15.9000,16.1900,16.1200,26938460,435548203.1200,3.873600,0.434200,33.537330,3.497657,0.684945,-11.958516,-0.4127174562805308,-0.4127174562805308,-0.4127174562805308
2022-06-28,sz.000736,16.0000,16.2100,15.5000,15.6200,16.1900,41529669,654487942.8700,5.971800,-3.520700,32.356584,3.374516,0.660830,-11.537494,-0.610598836276256,-0.610598836276256,-0.610598836276256
2022-06-29,sz.000736,15.5600,17.0000,15.4800,16.6700,15.6200,77110283,1264023217.0500,11.088100,6.722200,34.531643,3.601356,0.705252,-12.313061,-1.5657912293526075,-1.5657912293526075,-1.5657912293526075
